account_id,customer_id,account_type,open_date,status,balance_eur
A0000997,C000129,Savings,2023-05-18,Active,-1500.0
A0000998,C000839,Current,2023-06-09,Active,4406.24
A0000999,C000106,Savings,2014-05-29,Active,1537.31
A0001000,C000872,Current,2017-07-24,Active,65.51
A0001001,C000789,Current,2018-02-17,Active,1444.07
A0001002,C000152,Current,2018-03-11,Active,5036.03
A0001003,C000727,Current,2021-10-12,Active,5253.19
A0001004,C000117,Payroll,2020-12-24,Active,3206.87
A0001005,C000569,Current,2016-02-17,Active,6652.42
A0001006,C000924,Current,2020-02-01,Active,7321.57
A0001007,C000206,Current,2023-09-28,Active,5602.23
A0001008,C000174,Current,2018-05-26,Active,424.47
A0001009,C000423,Savings,2023-04-11,Active,4378.88
A0001010,C000369,Savings,2020-06-29,Active,4396.96
A0001011,C000049,Current,2023-03-31,Active,-599.4
A0001012,C000456,Savings,2023-01-09,Active,-1500.0
A0001013,C000260,Savings,2014-03-02,Active,-1500.0
A0001014,C000125,Payroll,2021-12-31,Active,2765.45
A0001015,C000277,Savings,2015-11-22,Active,3632.55
A0001016,C000021,Current,2022-03-28,Active,-1500.0
A0001017,C000916,Savings,2022-01-28,Active,6474.92
A0001018,C000995,Payroll,2016-08-01,Active,3078.43
A0001019,C000368,Savings,2014-08-30,Active,7627.92
A0001020,C000877,Payroll,2018-03-11,Active,3908.04
A0001021,C000462,Payroll,2017-01-10,Active,-1500.0
A0001022,C000913,Current,2019-07-15,Active,4241.47
A0001023,C000174,Savings,2014-10-27,Active,5046.42
A0001024,C000285,Savings,2014-06-11,Active,419.03
A0001025,C000740,Savings,2018-05-15,Active,-1500.0
A0001026,C000221,Savings,2021-09-10,Active,2881.13
A0001027,C000824,Payroll,2017-02-23,Active,-1303.21
A0001028,C000426,Savings,2017-03-26,Active,6759.37
A0001029,C000404,Savings,2015-08-22,Active,952.73
A0001030,C000454,Current,2016-10-28,Active,9053.48
A0001031,C000798,Current,2016-12-26,Inactive,-1500.0
A0001032,C000006,Payroll,2016-08-04,Active,3012.22
A0001033,C000751,Savings,2017-06-08,Active,7931.69
A0001034,C000780,Current,2016-10-31,Active,-883.16
A0001035,C000822,Payroll,2020-10-20,Active,1895.04
A0001036,C000997,Payroll,2017-05-18,Active,968.46
A0001037,C000783,Savings,2021-07-17,Active,-98.32
A0001038,C000529,Current,2020-01-17,Active,3429.57
A0001039,C000467,Savings,2020-05-26,Active,-1500.0
A0001040,C000389,Current,2019-11-01,Active,2078.32
A0001041,C000828,Current,2023-03-23,Active,4460.78
A0001042,C000393,Savings,2016-07-22,Active,1682.64
A0001043,C000573,Payroll,2023-10-26,Active,-1300.78
A0001044,C000097,Current,2016-01-24,Active,6414.7
A0001045,C000318,Payroll,2015-05-20,Active,5274.98
A0001046,C000267,Payroll,2022-04-05,Active,-1456.51
A0001047,C000436,Current,2022-12-15,Active,-1500.0
A0001048,C000503,Current,2014-12-05,Inactive,-1117.31
A0001049,C000717,Savings,2019-12-30,Active,4572.04
A0001050,C000432,Savings,2019-02-15,Active,3547.18
A0001051,C000151,Current,2016-03-14,Inactive,5502.31
A0001052,C000546,Savings,2019-03-16,Active,1260.63
A0001053,C000055,Savings,2020-11-08,Active,-1013.99
A0001054,C000850,Savings,2019-09-27,Active,5991.62
A0001055,C000771,Savings,2019-03-13,Active,396.9
A0001056,C000226,Current,2022-11-07,Active,3208.88
A0001057,C000264,Current,2016-04-03,Active,-1500.0
A0001058,C000028,Current,2020-03-27,Inactive,334.72
A0001059,C000365,Payroll,2017-03-01,Active,6335.71
A0001060,C000039,Payroll,2023-09-24,Active,-221.84
A0001061,C000937,Savings,2016-07-07,Active,5595.11
A0001062,C000135,Current,2022-09-16,Active,-1500.0
A0001063,C000660,Savings,2020-04-26,Active,374.31
A0001064,C000571,Current,2016-02-23,Active,1848.85
A0001065,C000237,Current,2021-08-01,Active,9121.65
A0001066,C000809,Current,2016-05-30,Active,-1500.0
A0001067,C000109,Payroll,2016-08-15,Active,5049.77
A0001068,C000887,Current,2017-06-12,Active,6516.34
A0001069,C000741,Savings,2020-10-24,Active,-241.66
A0001070,C000636,Payroll,2017-11-30,Active,1080.61
A0001071,C000880,Savings,2019-09-09,Active,3038.19
A0001072,C000404,Current,2019-07-12,Active,-1500.0
A0001073,C000282,Payroll,2015-12-19,Active,770.61
A0001074,C000155,Savings,2016-04-28,Active,7349.23
A0001075,C000925,Savings,2017-01-24,Active,4486.09
A0001076,C000402,Savings,2016-03-22,Active,1904.35
A0001077,C000830,Payroll,2023-03-08,Active,2929.67
A0001078,C000333,Savings,2017-10-24,Active,4707.44
A0001079,C000955,Savings,2018-01-17,Active,5435.16
A0001080,C000871,Savings,2020-09-18,Active,385.63
A0001081,C000309,Current,2021-11-16,Active,8331.94
A0001082,C000487,Savings,2020-11-16,Active,7502.12
A0001083,C000794,Current,2019-07-05,Active,5073.58
A0001084,C000227,Current,2023-10-03,Active,-703.25
A0001085,C000024,Current,2022-12-29,Active,-1376.85
A0001086,C000289,Current,2016-01-09,Active,1258.91
A0001087,C000591,Current,2015-08-08,Active,2730.91
A0001088,C000137,Savings,2017-12-04,Inactive,-1500.0
A0001089,C000334,Current,2022-05-08,Active,4379.83
A0001090,C000919,Current,2023-08-23,Active,7392.36
A0001091,C000076,Payroll,2021-01-08,Active,4690.6
A0001092,C000051,Payroll,2020-11-23,Active,-69.0
A0001093,C000424,Savings,2016-05-02,Active,-518.73
A0001094,C000013,Current,2019-12-02,Inactive,3639.44
A0001095,C000028,Current,2015-11-04,Active,1917.45
A0001096,C000183,Current,2019-05-24,Active,4183.56
A0001097,C000103,Current,2015-12-09,Active,4786.54
A0001098,C000811,Payroll,2014-10-03,Active,6649.18
A0001099,C000123,Savings,2023-09-01,Active,-1500.0
A0001100,C000524,Current,2022-12-05,Active,3342.15
A0001101,C000706,Payroll,2020-11-06,Active,1118.79
A0001102,C000626,Current,2020-04-02,Active,2125.19
A0001103,C000654,Current,2016-05-25,Active,5784.75
A0001104,C000358,Current,2019-09-18,Active,6197.88
A0001105,C000889,Current,2021-06-23,Active,7814.09
A0001106,C000069,Payroll,2019-05-24,Active,4117.24
A0001107,C000108,Current,2016-10-26,Active,2081.94
A0001108,C000857,Savings,2017-12-01,Active,1539.06
A0001109,C000069,Current,2022-05-28,Active,-1500.0
A0001110,C000192,Payroll,2016-07-18,Active,7590.99
A0001111,C000174,Savings,2023-08-11,Active,1276.79
A0001112,C000034,Savings,2021-07-19,Active,4422.41
A0001113,C000118,Current,2022-11-24,Active,5080.19
A0001114,C000573,Payroll,2019-02-03,Active,-1500.0
A0001115,C000662,Savings,2016-03-27,Active,-1008.72
A0001116,C000084,Current,2014-05-04,Inactive,8378.68
A0001117,C000943,Payroll,2019-05-07,Active,3603.65
A0001118,C000096,Current,2017-12-27,Active,293.77
A0001119,C000688,Current,2015-02-19,Active,2019.88
A0001120,C000801,Savings,2023-04-13,Active,6627.7
A0001121,C000521,Current,2023-09-12,Active,6050.4
A0001122,C000492,Savings,2017-09-26,Active,-1500.0
A0001123,C000110,Current,2020-09-04,Active,8710.28
A0001124,C000242,Current,2018-02-17,Active,6171.36
A0001125,C000851,Current,2018-12-19,Inactive,1920.59
A0001126,C000349,Current,2020-03-27,Active,-1500.0
A0001127,C000035,Payroll,2018-02-28,Active,6505.23
A0001128,C000730,Savings,2022-01-05,Active,4310.42
A0001129,C000684,Savings,2015-11-23,Active,-1500.0
A0001130,C000067,Current,2020-09-05,Active,1618.1
A0001131,C000052,Savings,2023-10-29,Active,14379.46
A0001132,C000117,Current,2022-06-30,Active,2562.71
A0001133,C000051,Current,2014-06-16,Active,-319.49
A0001134,C000617,Savings,2015-02-20,Inactive,-1332.29
A0001135,C000133,Savings,2020-04-13,Active,9233.98
A0001136,C000607,Savings,2023-03-29,Active,5721.49
A0001137,C000177,Payroll,2022-06-08,Active,7848.27
A0001138,C000973,Payroll,2023-01-13,Active,3443.1
A0001139,C000726,Current,2015-07-01,Inactive,7265.27
A0001140,C000375,Current,2019-03-10,Active,-723.62
A0001141,C000429,Current,2021-04-03,Active,3117.85
A0001142,C000066,Savings,2020-03-30,Active,3590.8
A0001143,C000055,Payroll,2021-10-07,Active,7753.3
A0001144,C000538,Payroll,2016-02-16,Active,3711.6
A0001145,C000023,Current,2018-07-27,Active,123.06
A0001146,C000639,Payroll,2018-06-24,Active,2743.48
A0001147,C000383,Savings,2023-05-24,Active,-1500.0
A0001148,C000140,Payroll,2016-01-10,Active,-1500.0
A0001149,C000536,Savings,2017-04-06,Active,5659.1
A0001150,C000553,Current,2014-03-22,Inactive,1075.97
A0001151,C000747,Current,2015-07-08,Active,1506.61
A0001152,C000198,Payroll,2023-10-21,Active,5657.6
A0001153,C000548,Current,2022-06-22,Active,7808.64
A0001154,C000845,Current,2016-08-03,Active,4531.05
A0001155,C000270,Current,2021-01-06,Inactive,9826.68
A0001156,C000836,Current,2019-12-05,Active,4410.22
A0001157,C000724,Payroll,2023-01-23,Inactive,3648.41
A0001158,C000430,Current,2016-12-31,Active,3413.48
A0001159,C000884,Current,2023-12-09,Active,-1500.0
A0001160,C000967,Savings,2017-09-14,Active,6132.79
A0001161,C000237,Savings,2021-03-01,Active,-1500.0
A0001162,C000980,Current,2017-12-22,Active,272.24
A0001163,C000003,Current,2020-09-17,Inactive,2587.14
A0001164,C000130,Current,2017-05-07,Active,-501.1
A0001165,C000044,Current,2022-06-06,Active,783.33
A0001166,C000368,Current,2020-05-15,Inactive,9489.63
A0001167,C000937,Current,2016-11-20,Active,6695.29
A0001168,C000601,Savings,2023-08-09,Active,-106.15
A0001169,C000617,Payroll,2021-02-01,Active,715.65
A0001170,C000085,Payroll,2018-04-14,Active,-1500.0
A0001171,C000517,Current,2015-05-11,Active,5178.98
A0001172,C000383,Current,2023-09-23,Active,1550.98
A0001173,C000480,Payroll,2021-07-18,Inactive,-1500.0
A0001174,C000262,Savings,2020-09-03,Active,2882.98
A0001175,C000202,Savings,2022-04-29,Active,4168.12
A0001176,C000953,Current,2020-01-26,Active,6159.94
A0001177,C000559,Current,2016-04-26,Active,2221.25
A0001178,C000412,Savings,2016-05-15,Active,1083.85
A0001179,C000074,Savings,2014-10-16,Active,10047.81
A0001180,C000763,Current,2014-08-18,Active,2525.03
A0001181,C000473,Payroll,2021-04-13,Active,5234.33
A0001182,C000387,Savings,2022-07-07,Active,449.75
A0001183,C000667,Savings,2015-08-22,Active,5121.66
A0001184,C000132,Current,2019-09-27,Active,-1500.0
A0001185,C000534,Savings,2015-03-29,Active,744.14
A0001186,C000864,Savings,2018-02-21,Active,-1500.0
A0001187,C000464,Current,2021-11-26,Active,201.1
A0001188,C000001,Savings,2022-02-11,Active,7251.79
A0001189,C000230,Savings,2023-06-25,Active,173.16
A0001190,C000056,Payroll,2017-02-07,Inactive,5229.37
A0001191,C000501,Current,2023-06-25,Active,8265.61
A0001192,C000365,Payroll,2021-10-31,Active,2395.21
A0001193,C000133,Savings,2017-05-20,Active,6276.31
A0001194,C000687,Current,2017-04-12,Active,4518.13
A0001195,C000177,Current,2015-01-28,Active,2942.46
A0001196,C000342,Current,2023-03-16,Active,5351.2
A0001197,C000988,Current,2016-01-13,Active,9491.76
A0001198,C000067,Savings,2016-09-05,Active,78.38
A0001199,C000248,Savings,2018-02-16,Active,-1144.96
A0001200,C000318,Current,2015-05-18,Active,-1368.08
A0001201,C000509,Payroll,2022-01-20,Active,6278.83
A0001202,C000245,Current,2020-12-23,Active,6791.6
A0001203,C000971,Savings,2015-07-26,Active,459.26
A0001204,C000006,Payroll,2015-08-18,Active,-1500.0
A0001205,C000949,Payroll,2014-03-22,Active,-64.08
A0001206,C000535,Savings,2023-06-28,Active,4581.85
A0001207,C000039,Savings,2018-05-10,Inactive,2246.45
A0001208,C000117,Current,2020-07-20,Active,3185.32
A0001209,C000104,Current,2015-07-02,Active,511.29
A0001210,C000288,Current,2016-04-22,Active,6353.54
A0001211,C000334,Current,2019-05-31,Active,3804.13
A0001212,C000642,Current,2016-02-02,Active,4728.56
A0001213,C000312,Current,2020-02-16,Active,3104.45
A0001214,C000726,Payroll,2023-03-27,Active,4492.6
A0001215,C000294,Payroll,2017-01-18,Inactive,4242.57
A0001216,C000264,Payroll,2020-01-28,Inactive,-1026.68
A0001217,C000276,Savings,2023-02-25,Active,3917.64
A0001218,C000330,Current,2022-12-07,Active,5507.73
A0001219,C000838,Current,2014-01-29,Active,6889.54
A0001220,C000247,Savings,2015-02-07,Active,4081.21
A0001221,C000274,Savings,2023-11-09,Active,-1167.95
A0001222,C000957,Current,2023-04-01,Active,-583.01
A0001223,C000654,Savings,2017-03-20,Active,846.44
A0001224,C000191,Savings,2019-03-14,Active,3219.96
A0001225,C000869,Current,2019-09-22,Active,2035.5
A0001226,C000184,Current,2020-09-05,Active,-1500.0
A0001227,C000163,Current,2021-07-01,Active,-1500.0
A0001228,C000446,Savings,2017-09-22,Active,-1500.0
A0001229,C000692,Payroll,2022-11-23,Active,-1500.0
A0001230,C000190,Savings,2014-08-04,Active,1999.23
A0001231,C000754,Savings,2014-04-29,Active,11316.88
A0001232,C000157,Payroll,2023-07-29,Active,9327.76
A0001233,C000782,Current,2015-10-09,Active,-1217.28
A0001234,C000096,Savings,2023-12-10,Active,3069.63
A0001235,C000465,Savings,2016-11-09,Active,-1500.0
A0001236,C000641,Savings,2017-08-23,Active,-1500.0
A0001237,C000266,Current,2014-04-13,Active,-1500.0
A0001238,C000613,Payroll,2023-06-08,Active,1643.1
A0001239,C000689,Payroll,2017-08-04,Active,1806.65
A0001240,C000651,Current,2015-09-05,Active,3460.27
A0001241,C000397,Current,2018-10-31,Active,5020.22
A0001242,C000774,Current,2015-07-19,Active,1219.85
A0001243,C000732,Savings,2021-11-22,Active,2637.57
A0001244,C000327,Savings,2014-09-24,Active,-1500.0
A0001245,C000734,Current,2018-12-28,Active,-1500.0
A0001246,C000919,Payroll,2017-11-29,Active,-1500.0
A0001247,C000817,Current,2014-05-16,Active,4967.14
A0001248,C000734,Savings,2014-07-10,Active,1215.95
A0001249,C000767,Current,2019-03-09,Active,-1500.0
A0001250,C000805,Savings,2017-12-11,Active,2260.26
A0001251,C000290,Savings,2015-04-19,Active,-1500.0
A0001252,C000721,Current,2015-05-21,Active,8809.44
A0001253,C000200,Current,2022-01-16,Active,300.48
A0001254,C000359,Payroll,2021-04-20,Active,5089.72
A0001255,C000935,Savings,2020-01-28,Active,6638.06
A0001256,C000284,Payroll,2022-04-30,Active,-1128.73
A0001257,C000844,Savings,2014-09-10,Active,2788.98
A0001258,C000423,Savings,2020-11-15,Active,4603.18
A0001259,C000210,Current,2021-07-09,Active,2939.08
A0001260,C000098,Savings,2016-01-02,Active,3872.18
A0001261,C000549,Current,2019-05-12,Active,-1500.0
A0001262,C000452,Current,2021-08-30,Active,4605.34
A0001263,C000512,Current,2020-01-12,Active,652.58
A0001264,C000044,Current,2016-06-29,Active,3827.91
A0001265,C000269,Payroll,2020-08-23,Active,5995.96
A0001266,C000004,Payroll,2021-08-04,Active,5041.47
A0001267,C000303,Savings,2014-02-05,Active,3825.13
A0001268,C000932,Current,2019-09-03,Active,4940.09
A0001269,C000153,Payroll,2019-01-16,Active,5115.96
A0001270,C000690,Savings,2017-08-31,Active,8182.9
A0001271,C000006,Current,2014-06-11,Active,2370.61
A0001272,C000562,Savings,2014-11-01,Active,3123.04
A0001273,C000921,Savings,2021-07-01,Active,6041.85
A0001274,C000342,Current,2022-04-09,Active,636.53
A0001275,C000198,Savings,2018-03-11,Active,-1500.0
A0001276,C000571,Savings,2023-05-23,Active,4374.27
A0001277,C000279,Current,2023-04-09,Active,1717.11
A0001278,C000892,Current,2020-08-27,Active,-1500.0
A0001279,C000849,Savings,2019-10-22,Active,4402.06
A0001280,C000653,Savings,2023-08-22,Inactive,7938.31
A0001281,C000640,Payroll,2020-02-04,Active,-1500.0
A0001282,C000603,Payroll,2023-05-03,Active,6384.83
A0001283,C000736,Savings,2023-10-14,Inactive,-1500.0
A0001284,C000461,Savings,2015-12-12,Active,978.91
A0001285,C000970,Savings,2020-08-08,Inactive,9493.96
A0001286,C000346,Savings,2021-04-22,Active,1252.37
A0001287,C000009,Current,2022-03-13,Active,2841.77
A0001288,C000699,Savings,2017-06-28,Active,5398.89
A0001289,C000663,Savings,2022-08-11,Active,-1500.0
A0001290,C000981,Savings,2018-11-15,Active,2773.96
A0001291,C000396,Payroll,2017-11-12,Active,2744.01
A0001292,C000425,Savings,2015-07-27,Active,9576.82
A0001293,C000563,Current,2017-03-18,Active,-1500.0
A0001294,C000393,Current,2023-09-28,Active,1050.15
A0001295,C000785,Current,2021-02-27,Active,-1027.75
A0001296,C000429,Current,2021-04-04,Active,-1430.76
A0001297,C000784,Savings,2022-12-14,Inactive,6784.13
A0001298,C000426,Current,2016-09-01,Active,2601.28
A0001299,C000226,Current,2020-08-11,Active,388.84
A0001300,C000991,Current,2017-09-17,Active,532.19
A0001301,C000527,Savings,2022-06-23,Active,359.74
A0001302,C000707,Savings,2018-03-23,Active,699.55
A0001303,C000592,Current,2022-07-18,Inactive,-1500.0
A0001304,C000360,Current,2021-06-21,Active,1516.83
A0001305,C000973,Current,2021-09-18,Active,1135.01
A0001306,C000372,Current,2023-04-02,Inactive,-379.63
A0001307,C000994,Current,2021-11-25,Active,3089.18
A0001308,C000431,Current,2017-03-19,Active,3411.58
A0001309,C000023,Current,2019-03-19,Active,384.74
A0001310,C000037,Payroll,2018-09-21,Active,1952.29
A0001311,C000974,Savings,2014-08-24,Active,10702.77
A0001312,C000528,Payroll,2019-12-06,Active,10557.65
A0001313,C000388,Current,2018-05-16,Active,-1500.0
A0001314,C000812,Current,2017-12-06,Active,-974.9
A0001315,C000618,Payroll,2015-02-05,Active,-1500.0
A0001316,C000661,Current,2019-01-15,Active,6516.8
A0001317,C000686,Savings,2019-10-15,Active,985.59
A0001318,C000199,Payroll,2015-01-21,Active,3410.76
A0001319,C000089,Savings,2020-05-06,Active,10088.48
A0001320,C000729,Current,2015-09-05,Active,2460.23
A0001321,C000022,Savings,2015-06-14,Active,5183.75
A0001322,C000720,Current,2018-01-04,Active,4477.6
A0001323,C000130,Current,2017-11-21,Active,264.77
A0001324,C000263,Current,2023-02-22,Active,6524.81
A0001325,C000708,Payroll,2014-09-05,Active,-728.86
A0001326,C000623,Savings,2017-06-29,Active,7591.54
A0001327,C000782,Current,2021-05-05,Active,267.69
A0001328,C000611,Current,2016-06-30,Active,683.72
A0001329,C000048,Savings,2023-10-23,Active,-1500.0
A0001330,C000840,Payroll,2021-06-04,Active,-1012.19
A0001331,C000216,Current,2023-06-16,Active,878.3
A0001332,C000137,Current,2023-06-27,Active,-1500.0
A0001333,C000879,Payroll,2015-02-03,Inactive,1613.34
A0001334,C000195,Payroll,2018-08-03,Active,569.7
A0001335,C000537,Payroll,2021-06-10,Active,5502.04
A0001336,C000486,Current,2014-02-01,Active,4107.33
A0001337,C000770,Current,2018-07-08,Active,-189.02
A0001338,C000045,Current,2020-11-16,Active,757.51
A0001339,C000107,Current,2021-12-04,Active,1608.45
A0001340,C000416,Payroll,2018-02-23,Active,8146.63
A0001341,C000474,Current,2022-08-17,Inactive,-624.76
A0001342,C000789,Savings,2020-09-24,Inactive,-235.09
A0001343,C000606,Payroll,2014-06-16,Inactive,-1500.0
A0001344,C000149,Payroll,2016-10-10,Active,-1500.0
A0001345,C000979,Savings,2023-05-17,Active,3666.61
A0001346,C000460,Payroll,2014-01-09,Inactive,3271.03
A0001347,C000965,Current,2015-01-30,Inactive,7374.5
A0001348,C000990,Current,2017-06-11,Active,6457.35
A0001349,C000052,Current,2023-12-07,Active,11609.04
A0001350,C000506,Payroll,2021-01-16,Active,2219.28
A0001351,C000423,Payroll,2015-06-23,Active,1509.99
A0001352,C000499,Current,2017-12-05,Active,-1500.0
A0001353,C000310,Current,2023-05-23,Active,5147.0
A0001354,C000559,Current,2016-03-10,Active,2950.43
A0001355,C000493,Current,2019-10-02,Active,4974.81
A0001356,C000187,Payroll,2018-08-21,Active,-1500.0
A0001357,C000289,Current,2021-08-07,Inactive,3836.1
A0001358,C000148,Savings,2021-07-09,Active,3279.76
A0001359,C000844,Savings,2022-04-30,Active,3028.33
A0001360,C000678,Current,2015-03-12,Active,-96.41
A0001361,C000388,Current,2018-07-15,Active,7019.43
A0001362,C000396,Payroll,2020-11-29,Active,10291.17
A0001363,C000080,Savings,2018-03-10,Active,-1500.0
A0001364,C000290,Current,2020-09-01,Active,5237.69
A0001365,C000925,Current,2020-05-09,Active,-1500.0
A0001366,C000032,Payroll,2017-09-15,Active,5040.72
A0001367,C000147,Payroll,2015-01-01,Active,-1500.0
A0001368,C000847,Payroll,2023-09-12,Active,505.12
A0001369,C000521,Savings,2022-04-03,Active,-1500.0
A0001370,C000033,Payroll,2022-12-10,Active,1680.68
A0001371,C000490,Current,2016-12-30,Active,5687.42
A0001372,C000750,Savings,2017-02-27,Active,-1500.0
A0001373,C000346,Current,2017-03-26,Active,1133.98
A0001374,C000382,Savings,2014-04-24,Active,549.2
A0001375,C000632,Payroll,2015-09-12,Active,8507.98
A0001376,C000599,Payroll,2017-01-30,Active,4140.69
A0001377,C000903,Savings,2023-11-13,Inactive,-1500.0
A0001378,C000248,Savings,2016-01-18,Active,709.08
A0001379,C000277,Payroll,2019-01-28,Active,8413.2
A0001380,C000156,Payroll,2019-06-21,Active,5214.59
A0001381,C000665,Savings,2017-08-06,Active,-989.29
A0001382,C000534,Current,2023-03-08,Inactive,1485.13
A0001383,C000347,Current,2014-12-07,Active,1606.59
A0001384,C000696,Payroll,2022-09-12,Active,455.67
A0001385,C000377,Savings,2021-06-07,Active,-1500.0
A0001386,C000196,Savings,2017-01-21,Active,-74.96
A0001387,C000540,Savings,2021-09-03,Active,7778.96
A0001388,C000437,Current,2018-04-14,Active,1051.65
A0001389,C000406,Current,2023-09-13,Active,2107.64
A0001390,C000445,Payroll,2014-05-14,Active,3034.0
A0001391,C000915,Current,2014-04-19,Active,10928.94
A0001392,C000216,Savings,2019-06-10,Active,2533.72
A0001393,C000276,Savings,2023-04-23,Active,6656.99
A0001394,C000566,Payroll,2014-08-20,Active,226.92
A0001395,C000047,Current,2021-10-10,Active,1514.28
A0001396,C000146,Savings,2023-05-19,Inactive,2547.7
A0001397,C000567,Current,2018-11-11,Active,-441.71
A0001398,C000510,Current,2022-08-31,Active,1725.87
A0001399,C000653,Current,2021-07-25,Active,5874.59
A0001400,C000114,Current,2016-02-21,Active,-541.39
