customer_id,gender,birth_year,city,segment,employment_status,customer_since,declared_income_eur
C000797,F,2001,Thessaloniki,Affluent,Self-employed,2014-09-01,27933.79
C000798,M,1963,Athens,Mass,Unemployed,2012-03-13,13918.54
C000799,M,1977,Thessaloniki,Affluent,Salaried,2021-11-11,44059.46
C000800,M,1980,Thessaloniki,SME,Salaried,2020-11-21,36081.15
C000801,M,1957,Thessaloniki,Private,Salaried,2019-07-09,25082.95
C000802,M,1977,Thessaloniki,Mass,Salaried,2021-03-01,14881.31
C000803,F,1976,Athens,Mass,Salaried,2020-11-23,18920.43
C000804,F,1967,Patras,Affluent,Salaried,2020-06-12,22197.94
C000805,F,1961,Thessaloniki,Mass,Salaried,2017-02-16,27064.69
C000806,F,1957,Patras,Mass,Salaried,2010-04-10,19912.45
C000807,F,1955,Athens,Mass,Self-employed,2018-05-10,16432.1
C000808,M,1978,Athens,Affluent,Self-employed,2013-10-27,14778.91
C000809,M,1959,Athens,Mass,Retired,2020-10-26,12167.28
C000810,F,2001,Athens,Mass,Unemployed,2016-07-21,9925.01
C000811,M,1966,Athens,Mass,Self-employed,2022-08-31,13131.12
C000812,F,1986,Athens,SME,Salaried,2018-05-02,15990.97
C000813,F,1987,Patras,Affluent,Self-employed,2017-09-14,20631.23
C000814,M,1978,Athens,Mass,Salaried,2022-11-11,13889.87
C000815,F,1997,Heraklion,Mass,Salaried,2016-08-24,28552.39
C000816,F,1960,Thessaloniki,Mass,Salaried,2015-04-04,33219.55
C000817,M,1966,Heraklion,Mass,Salaried,2015-03-14,19326.66
C000818,M,1967,Athens,Affluent,Salaried,2022-03-30,20260.91
C000819,F,1961,Athens,Mass,Self-employed,2020-07-31,30507.28
C000820,F,1969,Thessaloniki,Premium,Retired,2012-04-15,18035.95
C000821,M,1970,Volos,Mass,Unemployed,2016-11-21,7885.21
C000822,F,1991,Athens,Affluent,Self-employed,2015-03-13,40236.48
C000823,M,1969,Thessaloniki,Mass,Salaried,2019-01-18,35290.14
C000824,F,1997,Thessaloniki,Premium,Salaried,2010-09-25,31340.02
C000825,F,1992,Patras,Private,Self-employed,2019-12-29,35909.99
C000826,M,1998,Athens,Affluent,Salaried,2020-05-22,10609.9
C000827,F,1960,Thessaloniki,Mass,Salaried,2013-03-03,42985.19
C000828,F,2002,Athens,Mass,Salaried,2012-02-09,28700.39
C000829,F,1984,Volos,SME,Retired,2018-10-12,37217.27
C000830,M,2002,Athens,Affluent,Self-employed,2013-08-06,28641.38
C000831,M,1972,Athens,Mass,Salaried,2023-03-05,24848.39
C000832,M,2000,Volos,Mass,Self-employed,2020-11-05,21684.87
C000833,M,1983,Athens,Mass,Salaried,2023-05-13,28401.6
C000834,M,1958,Athens,SME,Salaried,2017-06-25,21355.53
C000835,F,1974,Athens,Affluent,Salaried,2023-02-17,35049.2
C000836,F,1961,Athens,Affluent,Salaried,2010-03-13,12502.55
C000837,F,2000,Athens,Affluent,Self-employed,2014-01-21,19390.49
C000838,M,1969,Athens,Mass,Salaried,2010-01-12,57458.93
C000839,M,1965,Heraklion,Mass,Unemployed,2019-06-25,8421.46
C000840,F,1981,Patras,Mass,Salaried,2017-02-22,22021.02
C000841,M,1975,Athens,SME,Self-employed,2014-01-09,16803.06
C000842,F,1959,Thessaloniki,Mass,Self-employed,2014-04-08,28030.69
C000843,F,1994,Athens,Mass,Self-employed,2019-01-03,17868.04
C000844,M,1995,Volos,Mass,Self-employed,2012-07-10,22517.4
C000845,M,1990,Athens,Mass,Student,2017-03-14,12169.67
C000846,M,1984,Thessaloniki,Affluent,Salaried,2018-08-02,18151.7
C000847,M,1974,Athens,Mass,Self-employed,2013-05-11,33901.57
C000848,M,1981,Thessaloniki,Mass,Self-employed,2013-03-13,34383.65
C000849,F,1980,Athens,SME,Salaried,2014-12-16,37914.22
C000850,F,1962,Patras,Mass,Salaried,2018-04-15,25823.16
C000851,F,1958,Athens,Mass,Salaried,2013-07-23,94971.19
C000852,F,1967,Larissa,Mass,Salaried,2015-04-23,37907.5
C000853,F,1976,Thessaloniki,SME,Salaried,2017-08-09,27901.86
C000854,M,1962,Patras,Mass,Salaried,2012-08-12,16850.1
C000855,M,1960,Larissa,Affluent,Self-employed,2017-12-17,23370.62
C000856,F,1995,Volos,Premium,Salaried,2011-12-07,44314.06
C000857,M,1972,Athens,Affluent,Unemployed,2011-12-30,22460.13
C000858,M,1983,Athens,Mass,Salaried,2013-04-25,45292.57
C000859,F,1980,Athens,Affluent,Self-employed,2014-01-04,33852.93
C000860,F,1990,Athens,Mass,Salaried,2010-06-02,14366.04
C000861,F,1990,Thessaloniki,Mass,Salaried,2023-06-15,29869.94
C000862,F,1969,Volos,Mass,Salaried,2014-04-24,14452.33
C000863,M,1995,Volos,Mass,Self-employed,2021-04-04,13033.29
C000864,F,1972,Thessaloniki,Mass,Salaried,2022-08-14,26915.2
C000865,F,1995,Thessaloniki,Mass,Retired,2021-03-15,30325.49
C000866,F,1974,Larissa,Mass,Salaried,2021-08-19,35575.71
C000867,F,1960,Volos,Mass,Self-employed,2011-05-27,29995.34
C000868,F,1991,Athens,Mass,Salaried,2015-03-16,30432.49
C000869,M,1956,Thessaloniki,Premium,Self-employed,2020-06-10,16097.93
C000870,M,1992,Heraklion,Mass,Salaried,2018-01-21,23293.04
C000871,M,1957,Athens,Affluent,Salaried,2010-01-29,12926.19
C000872,M,1964,Athens,Mass,Salaried,2017-12-09,10494.27
C000873,M,1983,Volos,Mass,Salaried,2021-04-04,33225.4
C000874,M,2000,Volos,Mass,Salaried,2021-08-05,17741.96
C000875,F,1974,Larissa,Mass,Student,2015-05-16,12291.06
C000876,F,1960,Heraklion,Mass,Salaried,2013-04-22,38774.03
C000877,F,1966,Athens,Mass,Salaried,2014-05-01,18767.59
C000878,F,1998,Athens,Mass,Student,2014-02-23,10917.35
C000879,F,1989,Thessaloniki,Mass,Salaried,2014-11-07,18440.68
C000880,F,1959,Thessaloniki,Mass,Salaried,2014-03-23,11211.9
C000881,M,1973,Thessaloniki,Mass,Self-employed,2016-05-25,25636.95
C000882,F,1967,Thessaloniki,Mass,Retired,2010-07-28,19974.92
C000883,M,1963,Athens,Mass,Self-employed,2013-11-07,20234.87
C000884,M,1995,Patras,Mass,Salaried,2014-05-28,55806.42
C000885,F,1984,Athens,Mass,Student,2012-02-23,4488.7
C000886,F,1963,Athens,Mass,Salaried,2022-04-14,28589.82
C000887,M,1986,Athens,Mass,Student,2019-06-14,5610.3
C000888,M,1974,Athens,Premium,Retired,2022-10-05,35648.77
C000889,M,1957,Larissa,Mass,Retired,2017-11-09,27593.65
C000890,M,1976,Athens,Mass,Salaried,2011-07-15,28547.5
C000891,M,1963,Athens,Mass,Salaried,2022-08-28,16369.03
C000892,F,1966,Patras,Private,Self-employed,2016-05-29,17649.33
C000893,F,1997,Thessaloniki,Affluent,Salaried,2019-07-30,35934.22
C000894,F,1989,Athens,Affluent,Salaried,2015-05-03,51212.3
C000895,F,1961,Athens,Private,Retired,2016-11-30,29784.08
C000896,F,1995,Athens,Mass,Self-employed,2016-11-05,16698.65
C000897,F,1982,Thessaloniki,Private,Salaried,2013-12-25,28067.12
C000898,M,1996,Athens,Mass,Salaried,2017-10-05,67476.74
C000899,M,1990,Athens,Affluent,Salaried,2020-04-07,25413.04
C000900,F,1971,Athens,Mass,Salaried,2010-04-14,44980.0
C000901,M,1980,Thessaloniki,Mass,Salaried,2011-10-31,17837.56
C000902,M,1980,Athens,Premium,Unemployed,2021-10-13,10762.42
C000903,M,1989,Larissa,Mass,Self-employed,2017-12-20,31578.05
C000904,F,1966,Athens,Private,Salaried,2023-08-16,28763.94
C000905,M,1970,Thessaloniki,Mass,Salaried,2018-06-17,17643.39
C000906,F,1966,Athens,Affluent,Self-employed,2019-02-21,17326.68
C000907,M,1969,Athens,Premium,Unemployed,2022-07-30,16590.27
C000908,M,1962,Athens,Mass,Retired,2019-03-29,40152.96
C000909,M,1956,Heraklion,Premium,Salaried,2014-08-12,45940.41
C000910,M,2000,Larissa,Affluent,Unemployed,2017-05-21,23368.47
C000911,F,1958,Athens,Affluent,Salaried,2013-04-18,25759.02
C000912,M,1997,Athens,Mass,Salaried,2014-09-05,21360.45
C000913,M,1955,Larissa,Mass,Retired,2019-07-09,42933.87
C000914,F,1992,Thessaloniki,Affluent,Salaried,2012-02-01,32842.84
C000915,F,1970,Athens,Mass,Salaried,2019-05-27,16112.79
C000916,M,1979,Athens,Mass,Salaried,2018-03-04,15770.13
C000917,F,1968,Thessaloniki,Mass,Salaried,2014-04-25,29929.82
C000918,F,1978,Patras,SME,Salaried,2010-08-18,22596.37
C000919,M,1976,Thessaloniki,Mass,Self-employed,2019-11-10,24074.28
C000920,F,1980,Volos,Affluent,Salaried,2021-07-15,38195.16
C000921,F,1973,Athens,Private,Salaried,2020-03-19,33483.08
C000922,F,1980,Athens,Mass,Retired,2015-11-21,42554.75
C000923,M,1994,Athens,Mass,Salaried,2019-02-22,10815.71
C000924,M,1975,Athens,Affluent,Retired,2015-10-21,27076.65
C000925,M,1972,Athens,Mass,Salaried,2015-01-05,32590.27
C000926,F,1961,Athens,Affluent,Self-employed,2014-07-30,12820.93
C000927,F,1972,Athens,Affluent,Salaried,2012-12-13,18489.23
C000928,M,1961,Patras,Affluent,Retired,2023-07-25,17102.78
C000929,M,1963,Athens,Mass,Salaried,2019-04-28,24565.87
C000930,F,2000,Athens,Affluent,Retired,2012-06-12,48228.17
C000931,F,1959,Thessaloniki,Affluent,Salaried,2022-02-07,56924.87
C000932,F,1978,Thessaloniki,Mass,Self-employed,2012-02-13,17292.0
C000933,M,1995,Heraklion,Affluent,Salaried,2018-04-22,30368.28
C000934,F,2000,Heraklion,Premium,Salaried,2012-04-25,30782.3
C000935,M,1962,Patras,Affluent,Salaried,2015-01-20,28646.97
C000936,F,1962,Athens,Mass,Salaried,2019-03-20,28783.9
C000937,M,1972,Athens,Mass,Salaried,2023-12-24,27655.28
C000938,M,1981,Thessaloniki,Mass,Self-employed,2023-11-17,49453.07
C000939,M,2001,Athens,Mass,Salaried,2022-07-13,38678.37
C000940,F,1964,Athens,Mass,Salaried,2013-04-18,15595.46
C000941,F,1962,Athens,Private,Salaried,2011-04-23,34002.96
C000942,M,1967,Athens,Mass,Salaried,2022-09-02,35411.67
C000943,F,1996,Athens,SME,Salaried,2022-12-01,27785.96
C000944,M,1956,Athens,Mass,Self-employed,2013-11-24,39151.67
C000945,M,1973,Heraklion,Mass,Salaried,2010-04-08,26343.88
C000946,M,1960,Volos,Mass,Retired,2019-01-24,26481.36
C000947,F,1962,Athens,Mass,Salaried,2011-01-24,25614.68
C000948,M,1999,Volos,SME,Salaried,2010-07-26,10428.91
C000949,F,1955,Athens,Premium,Retired,2023-02-10,23534.73
C000950,M,1970,Volos,SME,Salaried,2016-12-07,18385.82
C000951,M,1998,Volos,Mass,Salaried,2011-07-27,14789.78
C000952,M,1984,Athens,SME,Student,2019-02-27,15560.1
C000953,F,1958,Heraklion,Mass,Retired,2015-03-02,30084.55
C000954,M,1977,Volos,Premium,Self-employed,2017-07-03,24039.92
C000955,F,2001,Larissa,Mass,Salaried,2022-07-30,19202.25
C000956,F,1974,Volos,Mass,Self-employed,2013-04-30,27567.46
C000957,M,1980,Thessaloniki,Mass,Student,2019-01-17,12920.63
C000958,F,1980,Athens,Mass,Retired,2021-08-04,17200.17
C000959,F,1986,Larissa,Mass,Salaried,2015-12-06,24293.69
C000960,M,1963,Thessaloniki,Premium,Salaried,2023-07-29,35052.0
C000961,M,1995,Thessaloniki,SME,Salaried,2016-04-09,10795.44
C000962,M,2002,Athens,Premium,Salaried,2016-06-04,23761.47
C000963,F,1961,Thessaloniki,Mass,Self-employed,2022-05-16,20326.84
C000964,M,1994,Athens,Affluent,Salaried,2018-11-24,23012.47
C000965,F,1994,Patras,Mass,Salaried,2022-02-26,19718.57
C000966,F,1990,Athens,Mass,Salaried,2021-01-22,25791.55
C000967,F,1972,Patras,Mass,Salaried,2019-12-20,54607.33
C000968,M,1977,Larissa,Mass,Salaried,2013-05-19,21246.61
C000969,F,1995,Athens,Affluent,Salaried,2015-08-01,27515.88
C000970,M,1962,Thessaloniki,Mass,Salaried,2022-02-04,56263.06
C000971,M,1994,Athens,Mass,Student,2018-08-14,6762.66
C000972,M,1999,Volos,Affluent,Salaried,2013-12-02,52164.82
C000973,M,1987,Patras,Mass,Salaried,2014-07-31,24397.49
C000974,M,1971,Athens,Premium,Salaried,2020-11-08,51451.58
C000975,M,1981,Athens,Mass,Salaried,2012-06-29,33359.05
C000976,M,1957,Athens,SME,Salaried,2011-07-27,27694.4
C000977,M,1999,Athens,Affluent,Salaried,2020-09-14,23681.16
C000978,F,1971,Volos,Affluent,Salaried,2014-01-13,18730.39
C000979,M,1957,Patras,Affluent,Salaried,2020-09-16,25130.37
C000980,F,1993,Athens,SME,Self-employed,2017-06-19,35485.94
C000981,F,1986,Larissa,Affluent,Salaried,2023-12-17,24209.33
C000982,F,1984,Athens,Mass,Salaried,2017-05-06,21311.85
C000983,F,1957,Larissa,Mass,Self-employed,2022-02-19,21909.41
C000984,F,1991,Athens,Affluent,Salaried,2021-11-24,36932.24
C000985,F,1985,Thessaloniki,Mass,Salaried,2012-12-19,40723.79
C000986,F,1993,Volos,Mass,Salaried,2023-12-09,18394.31
C000987,F,1994,Athens,Mass,Salaried,2020-06-08,18383.21
C000988,M,1965,Patras,Mass,Salaried,2011-07-02,28547.67
C000989,M,1965,Volos,Mass,Student,2010-01-31,16183.4
C000990,F,1999,Athens,Affluent,Student,2013-10-18,13787.17
C000991,M,1980,Athens,SME,Student,2010-03-25,5036.16
C000992,F,1976,Thessaloniki,SME,Salaried,2015-01-02,21787.42
C000993,M,1968,Athens,Mass,Salaried,2023-12-10,16467.54
C000994,M,1985,Athens,Mass,Salaried,2016-09-13,21756.0
C000995,F,1991,Athens,Affluent,Salaried,2010-05-03,47755.63
C000996,F,1955,Patras,Mass,Salaried,2016-11-28,13393.27
C000997,F,1981,Athens,Affluent,Salaried,2013-01-24,12333.53
C000998,M,2002,Athens,Mass,Salaried,2021-12-24,17188.7
C000999,F,1968,Larissa,Private,Salaried,2011-04-08,27465.07
C001000,F,1968,Thessaloniki,Mass,Salaried,2020-10-12,31593.83
