transaction_id,customer_id,card_id,transaction_date,year_month,mcc_code,merchant_category,transaction_type,amount_eur,channel
T000014218,C000153,CC0000630,2024-03-18,202403,5311,Department Stores,Debit,26.23,POS
T000014219,C000077,CC0000122,2025-08-28,202508,4111,Transport,Debit,93.73,Ecommerce
T000014220,C000121,CC0000429,2025-03-24,202503,6011,Cash Withdrawal,Debit,95.02,POS
T000014221,C000136,CC0000433,2024-09-27,202409,4111,Transport,Debit,46.17,POS
T000014222,C000463,CC0000178,2025-02-05,202502,7011,Hotels,Debit,170.37,POS
T000014223,C000431,CC0000551,2025-02-11,202502,5311,Department Stores,Debit,91.68,POS
T000014224,C000457,CC0001014,2024-03-11,202403,4900,Utilities,Debit,46.76,POS
T000014225,C000175,CC0000072,2024-11-16,202411,5541,Fuel,Debit,25.96,POS
T000014226,C000341,CC0000973,2025-03-22,202503,5311,Department Stores,Debit,68.62,Ecommerce
T000014227,C000193,CC0000440,2025-03-19,202503,4722,Travel Agencies,Refund,-41.19,Ecommerce
T000014228,C000133,CC0000538,2024-05-12,202405,4900,Utilities,Debit,132.3,POS
T000014229,C000159,CC0000532,2025-11-08,202511,5912,Pharmacy,Debit,17.43,POS
T000014230,C000426,CC0000374,2024-03-19,202403,4111,Transport,Debit,97.69,POS
T000014231,C000611,CC0000068,2025-09-21,202509,5691,Clothing,Debit,79.27,POS
T000014232,C000956,CC0000111,2025-12-20,202512,5999,Retail,Debit,96.98,ATM
T000014233,C000047,CC0000299,2025-07-02,202507,5812,Restaurants,Debit,23.98,POS
T000014234,C000928,CC0000523,2025-02-09,202502,5411,Groceries,Debit,32.48,POS
T000014235,C000012,CC0000623,2024-05-20,202405,6011,Cash Withdrawal,Debit,108.05,ATM
T000014236,C000787,CC0000395,2024-08-28,202408,7011,Hotels,Debit,174.6,Ecommerce
T000014237,C000092,CC0000377,2025-02-04,202502,5812,Restaurants,Debit,18.27,POS
T000014238,C000750,CC0000815,2024-03-12,202403,4900,Utilities,Debit,52.73,POS
T000014239,C000424,CC0000600,2025-05-31,202505,6011,Cash Withdrawal,Debit,201.18,POS
T000014240,C000583,CC0000591,2025-10-31,202510,5411,Groceries,Refund,-95.29,Ecommerce
T000014241,C000955,CC0000650,2025-06-25,202506,4814,Telecom,Debit,50.33,POS
T000014242,C000132,CC0000403,2025-11-19,202511,5912,Pharmacy,Debit,10.18,POS
T000014243,C000656,CC0000921,2024-12-12,202412,4511,Airlines,Debit,56.64,POS
T000014244,C000977,CC0000399,2024-07-06,202407,4511,Airlines,Debit,137.19,POS
T000014245,C000162,CC0000877,2024-01-13,202401,4814,Telecom,Debit,44.88,Ecommerce
T000014246,C000381,CC0001029,2024-11-13,202411,4814,Telecom,Debit,149.22,POS
T000014247,C000931,CC0000795,2024-03-25,202403,4111,Transport,Debit,109.75,POS
T000014248,C000153,CC0000630,2025-04-16,202504,5812,Restaurants,Debit,41.41,POS
T000014249,C000863,CC0000246,2025-08-08,202508,5311,Department Stores,Debit,30.26,POS
T000014250,C000334,CC0000446,2024-03-22,202403,5311,Department Stores,Debit,53.79,Ecommerce
T000014251,C000354,CC0000056,2025-01-12,202501,5311,Department Stores,Debit,53.66,Ecommerce
T000014252,C000099,CC0000961,2025-01-26,202501,5541,Fuel,Debit,49.77,POS
T000014253,C000371,CC0000935,2024-08-15,202408,5541,Fuel,Debit,17.52,POS
T000014254,C000042,CC0001085,2024-06-08,202406,4111,Transport,Debit,36.96,POS
T000014255,C000054,CC0000626,2025-06-04,202506,4900,Utilities,Debit,35.91,POS
T000014256,C000988,CC0000517,2024-06-13,202406,4511,Airlines,Debit,292.19,Ecommerce
T000014257,C000684,CC0000829,2024-01-24,202401,6011,Cash Withdrawal,Debit,318.61,Ecommerce
T000014258,C000938,CC0000785,2025-03-16,202503,5691,Clothing,Debit,35.87,Ecommerce
T000014259,C000863,CC0000246,2024-02-19,202402,4511,Airlines,Debit,260.21,POS
T000014260,C000475,CC0001022,2024-08-14,202408,4900,Utilities,Debit,2.09,POS
T000014261,C000139,CC0000309,2024-03-04,202403,5311,Department Stores,Debit,60.13,POS
T000014262,C000078,CC0000244,2025-02-05,202502,6011,Cash Withdrawal,Debit,10.34,Ecommerce
T000014263,C000004,CC0000896,2024-06-07,202406,4900,Utilities,Debit,22.49,Ecommerce
T000014264,C000594,CC0000816,2024-07-10,202407,4900,Utilities,Debit,30.87,Ecommerce
T000014265,C000054,CC0000592,2024-10-18,202410,5541,Fuel,Refund,-65.17,ATM
T000014266,C000346,CC0000920,2024-12-22,202412,5541,Fuel,Debit,53.8,POS
T000014267,C000439,CC0000150,2025-06-08,202506,5912,Pharmacy,Debit,9.53,POS
T000014268,C000991,CC0000479,2025-11-11,202511,5411,Groceries,Debit,65.8,Ecommerce
T000014269,C000497,CC0000439,2025-03-16,202503,4511,Airlines,Debit,482.0,POS
T000014270,C000707,CC0000789,2024-12-19,202412,5691,Clothing,Debit,16.84,Ecommerce
T000014271,C000905,CC0000783,2025-03-02,202503,5411,Groceries,Debit,35.46,POS
T000014272,C000600,CC0000036,2024-12-31,202412,5912,Pharmacy,Debit,44.54,Ecommerce
T000014273,C000119,CC0000349,2024-01-05,202401,6011,Cash Withdrawal,Debit,65.81,POS
T000014274,C000416,CC0000713,2024-12-25,202412,4814,Telecom,Debit,92.88,POS
T000014275,C000955,CC0000650,2025-06-27,202506,4511,Airlines,Debit,383.24,POS
T000014276,C000613,CC0000684,2025-09-17,202509,6011,Cash Withdrawal,Debit,225.83,POS
T000014277,C000679,CC0000453,2024-03-08,202403,5912,Pharmacy,Debit,46.18,POS
T000014278,C000354,CC0000056,2025-05-12,202505,5999,Retail,Debit,78.5,POS
T000014279,C000044,CC0000497,2024-03-21,202403,4722,Travel Agencies,Debit,33.4,POS
T000014280,C000023,CC0000727,2024-01-23,202401,4722,Travel Agencies,Debit,711.39,POS
T000014281,C000899,CC0000594,2024-02-03,202402,4900,Utilities,Debit,95.91,Ecommerce
T000014282,C000899,CC0000430,2024-03-27,202403,6011,Cash Withdrawal,Debit,327.45,POS
T000014283,C000685,CC0000659,2024-03-02,202403,5541,Fuel,Debit,190.54,Ecommerce
T000014284,C000059,CC0000203,2025-02-25,202502,6011,Cash Withdrawal,Debit,333.08,Ecommerce
T000014285,C000675,CC0001057,2025-11-02,202511,4900,Utilities,Debit,19.82,Ecommerce
T000014286,C000295,CC0000553,2025-07-08,202507,5912,Pharmacy,Debit,57.35,POS
T000014287,C000288,CC0000436,2025-06-17,202506,4814,Telecom,Debit,92.14,Ecommerce
T000014288,C000182,CC0000360,2024-03-26,202403,4111,Transport,Debit,56.43,Ecommerce
T000014289,C000299,CC0000483,2025-11-15,202511,4814,Telecom,Debit,61.1,ATM
T000014290,C000998,CC0000681,2025-01-02,202501,4511,Airlines,Debit,554.31,POS
T000014291,C000132,CC0000403,2024-01-23,202401,5311,Department Stores,Debit,45.72,Ecommerce
T000014292,C000196,CC0000364,2025-04-14,202504,4814,Telecom,Debit,128.93,Ecommerce
T000014293,C000056,CC0000069,2025-05-29,202505,5912,Pharmacy,Debit,32.49,ATM
T000014294,C000141,CC0000013,2024-10-19,202410,4722,Travel Agencies,Debit,125.87,POS
T000014295,C000435,CC0000420,2025-06-06,202506,5311,Department Stores,Debit,10.07,POS
T000014296,C000822,CC0000099,2025-05-21,202505,6011,Cash Withdrawal,Debit,21.29,POS
T000014297,C000049,CC0000607,2025-02-28,202502,5691,Clothing,Debit,217.75,ATM
T000014298,C000929,CC0000519,2024-09-07,202409,5411,Groceries,Debit,56.3,POS
T000014299,C000774,CC0000100,2025-12-30,202512,4111,Transport,Debit,45.32,Ecommerce
T000014300,C000650,CC0000120,2025-03-30,202503,4511,Airlines,Debit,174.75,POS
T000014301,C000816,CC0000614,2024-12-03,202412,7011,Hotels,Debit,330.29,Ecommerce
T000014302,C000146,CC0000994,2025-07-12,202507,5812,Restaurants,Debit,22.2,POS
T000014303,C000404,CC0000298,2024-06-26,202406,4722,Travel Agencies,Debit,219.0,POS
T000014304,C000768,CC0000677,2025-11-28,202511,4111,Transport,Debit,38.49,Ecommerce
T000014305,C000943,CC0000516,2025-06-21,202506,4814,Telecom,Debit,207.83,POS
T000014306,C000696,CC0000768,2025-04-11,202504,5541,Fuel,Debit,61.73,Ecommerce
T000014307,C000210,CC0000033,2024-07-13,202407,5912,Pharmacy,Debit,5.39,POS
T000014308,C000863,CC0000235,2024-09-13,202409,5311,Department Stores,Debit,36.2,POS
T000014309,C000134,CC0000778,2025-11-24,202511,5411,Groceries,Debit,61.44,Ecommerce
T000014310,C000239,CC0000507,2025-06-10,202506,6011,Cash Withdrawal,Debit,32.05,POS
T000014311,C000728,CC0000958,2024-03-22,202403,5691,Clothing,Debit,71.92,POS
T000014312,C000530,CC0000351,2025-08-10,202508,6011,Cash Withdrawal,Debit,206.05,POS
T000014313,C000463,CC0000386,2024-03-27,202403,4111,Transport,Debit,46.98,Ecommerce
T000014314,C000050,CC0000740,2024-10-29,202410,4511,Airlines,Debit,21.04,Ecommerce
T000014315,C000218,CC0000356,2024-10-31,202410,5311,Department Stores,Debit,166.19,Ecommerce
T000014316,C000830,CC0000009,2024-09-21,202409,4722,Travel Agencies,Refund,-47.81,POS
T000014317,C000223,CC0000590,2024-12-27,202412,5311,Department Stores,Debit,38.52,POS
T000014318,C000523,CC0000045,2024-04-21,202404,4722,Travel Agencies,Debit,283.88,Ecommerce
T000014319,C000985,CC0000841,2025-04-27,202504,4111,Transport,Debit,76.07,POS
T000014320,C000530,CC0000351,2025-05-09,202505,4900,Utilities,Debit,28.08,POS
T000014321,C000036,CC0000779,2025-09-13,202509,6011,Cash Withdrawal,Debit,46.47,Ecommerce
T000014322,C000062,CC0000206,2024-11-20,202411,5691,Clothing,Debit,57.13,POS
T000014323,C000846,CC0001068,2025-01-22,202501,5311,Department Stores,Debit,21.22,POS
T000014324,C000027,CC0000660,2024-04-07,202404,6011,Cash Withdrawal,Debit,143.76,Ecommerce
T000014325,C000685,CC0000659,2024-09-10,202409,4111,Transport,Debit,95.01,Ecommerce
T000014326,C000522,CC0000231,2025-02-13,202502,4900,Utilities,Debit,35.55,POS
T000014327,C000016,CC0000724,2024-10-31,202410,7011,Hotels,Debit,223.67,ATM
T000014328,C000999,CC0001077,2025-12-23,202512,5541,Fuel,Debit,69.89,POS
T000014329,C000298,CC0000797,2024-07-21,202407,5311,Department Stores,Debit,125.16,POS
T000014330,C000207,CC0001082,2024-02-07,202402,5541,Fuel,Debit,73.76,POS
T000014331,C000045,CC0000332,2025-09-25,202509,5912,Pharmacy,Debit,33.28,POS
T000014332,C000980,CC0000883,2025-01-11,202501,5411,Groceries,Debit,105.22,Ecommerce
T000014333,C000877,CC0000272,2024-02-21,202402,4722,Travel Agencies,Debit,398.97,Ecommerce
T000014334,C000077,CC0000960,2025-11-14,202511,4722,Travel Agencies,Debit,492.46,POS
T000014335,C000731,CC0000153,2024-05-31,202405,5912,Pharmacy,Debit,41.57,POS
T000014336,C000702,CC0000032,2025-12-01,202512,4511,Airlines,Debit,319.91,Ecommerce
T000014337,C000346,CC0000920,2024-09-08,202409,5912,Pharmacy,Debit,36.0,POS
T000014338,C000191,CC0000886,2024-09-06,202409,5541,Fuel,Debit,27.47,Ecommerce
T000014339,C000318,CC0000493,2024-06-03,202406,5541,Fuel,Debit,117.94,Ecommerce
T000014340,C000520,CC0000749,2024-05-05,202405,5812,Restaurants,Debit,54.68,POS
T000014341,C000105,CC0000658,2025-08-07,202508,4722,Travel Agencies,Debit,122.1,POS
T000014342,C000326,CC0000911,2024-11-03,202411,5411,Groceries,Debit,21.51,POS
T000014343,C000691,CC0000574,2025-02-10,202502,5311,Department Stores,Debit,24.03,Ecommerce
T000014344,C000075,CC0000534,2024-08-20,202408,5691,Clothing,Debit,28.5,Ecommerce
T000014345,C000656,CC0001008,2024-11-05,202411,7011,Hotels,Debit,94.85,POS
T000014346,C000054,CC0000745,2024-12-18,202412,5912,Pharmacy,Debit,39.94,Ecommerce
T000014347,C000119,CC0001086,2024-08-14,202408,5691,Clothing,Debit,10.0,POS
T000014348,C000871,CC0000843,2025-03-11,202503,4814,Telecom,Debit,89.81,POS
T000014349,C000963,CC0001083,2024-12-05,202412,5311,Department Stores,Debit,164.33,Ecommerce
T000014350,C000771,CC0000734,2025-07-14,202507,4111,Transport,Debit,21.52,POS
T000014351,C000497,CC0000709,2025-07-21,202507,5691,Clothing,Debit,51.62,Ecommerce
T000014352,C000711,CC0000535,2025-04-07,202504,4722,Travel Agencies,Debit,482.21,ATM
T000014353,C000816,CC0000421,2024-03-16,202403,5812,Restaurants,Debit,112.83,Ecommerce
T000014354,C000669,CC0000082,2025-10-13,202510,4814,Telecom,Debit,37.6,POS
T000014355,C000731,CC0000153,2025-05-22,202505,5691,Clothing,Debit,103.78,Ecommerce
T000014356,C000266,CC0000706,2025-06-21,202506,4111,Transport,Debit,17.71,POS
T000014357,C000871,CC0000843,2025-04-19,202504,4511,Airlines,Debit,15.73,POS
T000014358,C000788,CC0000016,2025-01-13,202501,4722,Travel Agencies,Debit,128.24,POS
T000014359,C000556,CC0000141,2025-02-15,202502,5912,Pharmacy,Debit,173.43,Ecommerce
T000014360,C000092,CC0000108,2024-03-28,202403,6011,Cash Withdrawal,Debit,102.07,POS
T000014361,C000581,CC0000026,2025-11-01,202511,4722,Travel Agencies,Debit,552.62,Ecommerce
T000014362,C000318,CC0000493,2025-08-09,202508,4814,Telecom,Debit,19.1,Ecommerce
T000014363,C000426,CC0000374,2025-10-25,202510,5311,Department Stores,Debit,33.27,Ecommerce
T000014364,C000520,CC0000680,2025-06-05,202506,6011,Cash Withdrawal,Debit,338.43,POS
T000014365,C000034,CC0000833,2024-07-12,202407,5912,Pharmacy,Refund,-117.77,POS
T000014366,C000608,CC0000849,2024-09-02,202409,5691,Clothing,Debit,75.23,POS
T000014367,C000305,CC0001053,2025-09-24,202509,5691,Clothing,Debit,37.06,POS
T000014368,C000718,CC0000132,2024-06-18,202406,5411,Groceries,Debit,211.39,ATM
T000014369,C000428,CC0000762,2025-03-24,202503,4900,Utilities,Debit,49.05,POS
T000014370,C000479,CC0000352,2025-04-25,202504,4511,Airlines,Debit,91.41,POS
T000014371,C000817,CC0000427,2024-05-13,202405,5912,Pharmacy,Debit,69.55,ATM
T000014372,C000092,CC0000377,2024-03-02,202403,4900,Utilities,Debit,93.38,POS
T000014373,C000200,CC0000184,2024-01-25,202401,4511,Airlines,Debit,80.51,POS
T000014374,C000707,CC0000789,2025-07-28,202507,4511,Airlines,Debit,86.42,Ecommerce
T000014375,C000675,CC0001057,2024-07-31,202407,4111,Transport,Debit,101.89,Ecommerce
T000014376,C000929,CC0000519,2024-06-14,202406,5311,Department Stores,Debit,2.89,POS
T000014377,C000401,CC0000665,2025-10-25,202510,5999,Retail,Debit,22.79,POS
T000014378,C000227,CC0000687,2025-03-09,202503,7011,Hotels,Debit,57.72,POS
T000014379,C000132,CC0000403,2024-01-18,202401,4900,Utilities,Debit,33.23,POS
T000014380,C000195,CC0000823,2024-08-09,202408,4814,Telecom,Debit,98.06,POS
T000014381,C000561,CC0000302,2024-12-12,202412,4814,Telecom,Debit,107.91,Ecommerce
T000014382,C000985,CC0000265,2024-12-14,202412,4722,Travel Agencies,Debit,177.79,POS
T000014383,C000582,CC0000161,2025-07-26,202507,5411,Groceries,Debit,130.04,POS
T000014384,C000578,CC0000977,2025-08-07,202508,5691,Clothing,Debit,159.12,Ecommerce
T000014385,C000036,CC0000348,2024-01-24,202401,5999,Retail,Debit,45.11,POS
T000014386,C000101,CC0000597,2024-07-28,202407,5311,Department Stores,Debit,81.24,Ecommerce
T000014387,C000879,CC0000200,2025-03-14,202503,4814,Telecom,Debit,28.66,POS
T000014388,C000445,CC0000675,2024-01-25,202401,5311,Department Stores,Debit,8.4,POS
T000014389,C000693,CC0000314,2025-02-20,202502,4814,Telecom,Debit,51.78,POS
T000014390,C000420,CC0000383,2024-02-26,202402,4900,Utilities,Debit,61.5,POS
T000014391,C000632,CC0000579,2025-02-22,202502,5691,Clothing,Debit,76.94,POS
T000014392,C000525,CC0000737,2024-02-24,202402,5912,Pharmacy,Debit,51.25,POS
T000014393,C000781,CC0001095,2025-06-23,202506,4511,Airlines,Debit,55.12,POS
T000014394,C000820,CC0000465,2024-12-01,202412,4900,Utilities,Debit,38.78,ATM
T000014395,C000756,CC0000554,2025-11-25,202511,5311,Department Stores,Debit,114.44,POS
T000014396,C000839,CC0000470,2024-03-01,202403,5912,Pharmacy,Debit,14.3,POS
T000014397,C000866,CC0000846,2025-09-26,202509,6011,Cash Withdrawal,Debit,101.03,Ecommerce
T000014398,C000240,CC0000916,2024-10-28,202410,4111,Transport,Debit,35.53,Ecommerce
T000014399,C000416,CC0000459,2024-12-21,202412,6011,Cash Withdrawal,Debit,135.45,POS
T000014400,C000682,CC0000707,2025-05-24,202505,5691,Clothing,Debit,104.1,ATM
T000014401,C000511,CC0000948,2025-03-30,202503,5691,Clothing,Debit,184.66,POS
T000014402,C000733,CC0001070,2025-10-04,202510,4722,Travel Agencies,Debit,90.43,Ecommerce
T000014403,C000508,CC0001034,2025-08-29,202508,5999,Retail,Debit,17.06,POS
T000014404,C000988,CC0000517,2024-06-10,202406,4722,Travel Agencies,Debit,111.54,Ecommerce
T000014405,C000649,CC0000438,2024-07-19,202407,4111,Transport,Debit,22.81,POS
T000014406,C000734,CC0000419,2025-10-01,202510,4722,Travel Agencies,Debit,186.46,Ecommerce
T000014407,C000274,CC0000560,2025-08-14,202508,4111,Transport,Debit,102.91,POS
T000014408,C000678,CC0000938,2025-12-15,202512,4814,Telecom,Debit,39.15,POS
T000014409,C000889,CC0001012,2025-10-30,202510,4814,Telecom,Debit,26.95,Ecommerce
T000014410,C000210,CC0000033,2025-04-01,202504,5411,Groceries,Debit,104.84,POS
T000014411,C000575,CC0000293,2025-12-03,202512,5999,Retail,Debit,16.44,POS
T000014412,C000367,CC0000895,2025-06-22,202506,5541,Fuel,Debit,54.25,ATM
T000014413,C000587,CC0000300,2025-10-09,202510,4900,Utilities,Debit,76.92,Ecommerce
T000014414,C000669,CC0000082,2024-12-18,202412,5541,Fuel,Debit,20.62,Ecommerce
T000014415,C000400,CC0000971,2025-12-05,202512,4111,Transport,Debit,54.52,POS
T000014416,C000488,CC0000946,2024-02-24,202402,4511,Airlines,Debit,402.23,POS
T000014417,C000190,CC0000804,2025-10-24,202510,5812,Restaurants,Debit,37.72,Ecommerce
T000014418,C000502,CC0000052,2025-12-01,202512,4511,Airlines,Debit,334.39,POS
T000014419,C000362,CC0000260,2025-07-30,202507,5999,Retail,Debit,11.81,POS
T000014420,C000426,CC0000374,2025-11-21,202511,5999,Retail,Debit,28.03,POS
T000014421,C000417,CC0000488,2024-11-03,202411,4111,Transport,Debit,20.23,POS
T000014422,C000229,CC0000256,2024-08-23,202408,4814,Telecom,Debit,44.36,Ecommerce
T000014423,C000210,CC0000133,2024-04-07,202404,4722,Travel Agencies,Debit,88.86,POS
T000014424,C000639,CC0001020,2024-05-22,202405,5999,Retail,Debit,144.46,Ecommerce
T000014425,C000836,CC0000121,2025-09-24,202509,4511,Airlines,Debit,283.32,POS
T000014426,C000492,CC0000691,2024-02-17,202402,5999,Retail,Debit,19.46,POS
T000014427,C000524,CC0000825,2024-05-26,202405,7011,Hotels,Debit,90.43,ATM
T000014428,C000623,CC0000585,2024-12-29,202412,5311,Department Stores,Debit,36.0,POS
T000014429,C000750,CC0000508,2024-09-19,202409,7011,Hotels,Debit,254.06,Ecommerce
T000014430,C000107,CC0000346,2025-11-06,202511,4722,Travel Agencies,Debit,359.6,Ecommerce
T000014431,C000850,CC0000556,2024-01-22,202401,5999,Retail,Debit,52.1,POS
T000014432,C000883,CC0000555,2024-01-30,202401,5411,Groceries,Debit,74.71,Ecommerce
T000014433,C000295,CC0000553,2024-07-17,202407,5812,Restaurants,Debit,114.87,POS
T000014434,C000789,CC0000887,2025-03-22,202503,4900,Utilities,Debit,206.26,POS
T000014435,C000722,CC0001006,2024-09-16,202409,4111,Transport,Debit,162.92,Ecommerce
T000014436,C000119,CC0000349,2025-09-01,202509,4511,Airlines,Debit,259.31,POS
T000014437,C000649,CC0000155,2024-03-11,202403,5812,Restaurants,Debit,41.12,POS
T000014438,C000653,CC0000776,2024-10-04,202410,7011,Hotels,Refund,-281.34,Ecommerce
T000014439,C000360,CC0000207,2025-04-18,202504,5691,Clothing,Debit,92.73,POS
T000014440,C000098,CC0000329,2025-03-22,202503,5541,Fuel,Debit,31.6,Ecommerce
T000014441,C000946,CC0001032,2025-01-12,202501,5311,Department Stores,Debit,61.09,POS
T000014442,C000161,CC0000813,2024-11-19,202411,4722,Travel Agencies,Debit,229.27,Ecommerce
T000014443,C000985,CC0000291,2024-03-09,202403,4111,Transport,Debit,147.15,POS
T000014444,C000681,CC0000599,2024-02-17,202402,4900,Utilities,Debit,26.4,POS
T000014445,C000783,CC0000183,2024-02-09,202402,5912,Pharmacy,Debit,12.16,POS
T000014446,C000346,CC0000920,2025-01-03,202501,6011,Cash Withdrawal,Debit,18.11,POS
T000014447,C000006,CC0000596,2025-10-08,202510,6011,Cash Withdrawal,Debit,332.2,POS
T000014448,C000788,CC0000016,2024-03-06,202403,5999,Retail,Debit,128.43,POS
T000014449,C000980,CC0000273,2024-02-17,202402,5691,Clothing,Debit,38.93,ATM
T000014450,C000429,CC0000573,2025-05-15,202505,5311,Department Stores,Debit,92.79,Ecommerce
T000014451,C000141,CC0000013,2024-12-31,202412,5411,Groceries,Debit,118.1,POS
T000014452,C000699,CC0000271,2024-08-14,202408,5311,Department Stores,Debit,70.42,POS
T000014453,C000769,CC0000116,2024-01-14,202401,5311,Department Stores,Debit,184.39,Ecommerce
T000014454,C000964,CC0001049,2025-08-08,202508,5999,Retail,Debit,47.95,POS
T000014455,C000544,CC0000576,2025-04-26,202504,7011,Hotels,Debit,429.86,ATM
T000014456,C000980,CC0000273,2025-03-04,202503,4511,Airlines,Debit,5.08,ATM
T000014457,C000295,CC0000257,2024-06-19,202406,5411,Groceries,Debit,156.37,POS
T000014458,C000051,CC0000188,2025-11-13,202511,5999,Retail,Debit,63.0,POS
T000014459,C000717,CC0000197,2024-02-15,202402,5411,Groceries,Debit,68.43,Ecommerce
T000014460,C000587,CC0000300,2025-06-22,202506,4814,Telecom,Debit,91.73,POS
T000014461,C000830,CC0000009,2025-06-15,202506,4900,Utilities,Debit,112.23,POS
T000014462,C000464,CC0000575,2025-06-13,202506,5691,Clothing,Debit,52.84,POS
T000014463,C000544,CC0000202,2025-03-15,202503,4111,Transport,Debit,106.09,Ecommerce
T000014464,C000675,CC0001057,2024-08-10,202408,7011,Hotels,Debit,105.19,ATM
T000014465,C000501,CC0000162,2024-11-28,202411,4900,Utilities,Debit,132.43,POS
T000014466,C000161,CC0000813,2024-11-18,202411,4111,Transport,Debit,94.99,Ecommerce
T000014467,C000725,CC0000205,2025-09-24,202509,7011,Hotels,Debit,91.25,Ecommerce
T000014468,C000365,CC0001036,2025-06-28,202506,5691,Clothing,Debit,22.46,POS
T000014469,C000346,CC0000920,2024-12-13,202412,4722,Travel Agencies,Debit,463.51,POS
T000014470,C000525,CC0000117,2025-06-11,202506,5912,Pharmacy,Debit,8.69,Ecommerce
T000014471,C000748,CC0000136,2025-12-08,202512,5999,Retail,Debit,45.66,POS
T000014472,C000602,CC0001063,2025-05-20,202505,6011,Cash Withdrawal,Debit,347.88,POS
T000014473,C000354,CC0000192,2024-09-17,202409,5912,Pharmacy,Debit,34.43,Ecommerce
T000014474,C000303,CC0000791,2024-01-06,202401,5691,Clothing,Debit,62.95,POS
T000014475,C000865,CC0000044,2025-10-03,202510,4814,Telecom,Refund,-33.19,POS
T000014476,C000886,CC0000686,2024-01-13,202401,4722,Travel Agencies,Debit,79.35,Ecommerce
T000014477,C000350,CC0000972,2025-01-06,202501,4900,Utilities,Debit,125.89,Ecommerce
T000014478,C000679,CC0000453,2024-02-19,202402,4900,Utilities,Debit,26.35,POS
T000014479,C000118,CC0000060,2025-10-04,202510,5999,Retail,Debit,30.7,Ecommerce
T000014480,C000501,CC0000162,2024-01-24,202401,4511,Airlines,Debit,111.97,POS
T000014481,C000992,CC0000269,2025-05-13,202505,5311,Department Stores,Refund,-45.11,POS
T000014482,C000365,CC0000103,2025-07-18,202507,4111,Transport,Debit,49.03,POS
T000014483,C000059,CC0000559,2025-06-18,202506,5912,Pharmacy,Debit,121.3,POS
T000014484,C000600,CC0000036,2025-02-03,202502,5541,Fuel,Debit,65.67,POS
T000014485,C000036,CC0000011,2025-03-07,202503,4111,Transport,Debit,37.11,POS
T000014486,C000124,CC0001021,2025-01-03,202501,5541,Fuel,Debit,48.48,POS
T000014487,C000921,CC0000034,2025-07-06,202507,7011,Hotels,Debit,350.77,Ecommerce
T000014488,C000879,CC0000200,2024-03-03,202403,5999,Retail,Debit,5.75,POS
T000014489,C000989,CC0000672,2025-10-11,202510,5541,Fuel,Debit,44.17,POS
T000014490,C000294,CC0000130,2025-07-19,202507,4511,Airlines,Debit,681.44,Ecommerce
T000014491,C000419,CC0000569,2025-12-08,202512,4814,Telecom,Debit,54.3,Ecommerce
T000014492,C000404,CC0000489,2024-03-08,202403,5541,Fuel,Debit,59.65,POS
T000014493,C000146,CC0000994,2024-06-01,202406,4111,Transport,Debit,47.82,Ecommerce
T000014494,C000877,CC0000272,2024-06-10,202406,5812,Restaurants,Debit,122.46,POS
T000014495,C000007,CC0000193,2024-10-28,202410,5812,Restaurants,Refund,-150.17,ATM
T000014496,C000225,CC0000213,2025-08-20,202508,4111,Transport,Debit,2.69,POS
T000014497,C000668,CC0000547,2025-07-28,202507,5411,Groceries,Debit,175.12,Ecommerce
T000014498,C000364,CC0000109,2025-05-20,202505,5999,Retail,Debit,17.14,POS
T000014499,C000740,CC0000154,2024-10-16,202410,5812,Restaurants,Debit,101.07,Ecommerce
T000014500,C000072,CC0000018,2024-03-08,202403,5541,Fuel,Debit,102.13,POS
T000014501,C000661,CC0000062,2025-05-21,202505,5812,Restaurants,Debit,20.88,POS
T000014502,C000341,CC0000973,2024-02-23,202402,5311,Department Stores,Debit,45.19,POS
T000014503,C000272,CC0000423,2024-05-28,202405,5999,Retail,Debit,65.78,POS
T000014504,C000394,CC0000676,2024-10-23,202410,5912,Pharmacy,Debit,180.51,POS
T000014505,C000189,CC0000327,2025-07-20,202507,4722,Travel Agencies,Debit,159.22,Ecommerce
T000014506,C000780,CC0000581,2025-03-16,202503,5411,Groceries,Debit,70.64,POS
T000014507,C000288,CC0000436,2024-03-16,202403,5691,Clothing,Debit,116.02,POS
T000014508,C000891,CC0000657,2024-06-29,202406,5999,Retail,Debit,33.13,POS
T000014509,C000652,CC0001096,2025-09-11,202509,4511,Airlines,Debit,60.37,ATM
T000014510,C000047,CC0000361,2025-03-03,202503,5999,Retail,Debit,90.59,POS
T000014511,C000050,CC0000760,2025-04-24,202504,5691,Clothing,Debit,75.08,Ecommerce
T000014512,C000936,CC0000169,2024-09-19,202409,4814,Telecom,Debit,44.13,POS
T000014513,C000661,CC0000062,2025-08-18,202508,5912,Pharmacy,Debit,113.31,POS
T000014514,C000710,CC0000952,2025-03-05,202503,5691,Clothing,Debit,152.88,POS
T000014515,C000769,CC0000510,2024-02-29,202402,6011,Cash Withdrawal,Debit,427.22,POS
T000014516,C000973,CC0000631,2025-06-13,202506,4722,Travel Agencies,Debit,92.61,Ecommerce
T000014517,C000492,CC0000691,2024-07-29,202407,6011,Cash Withdrawal,Debit,108.23,POS
T000014518,C000767,CC0000875,2025-09-07,202509,4722,Travel Agencies,Debit,75.45,Ecommerce
T000014519,C000998,CC0000700,2025-04-10,202504,4814,Telecom,Debit,140.18,POS
